Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
United States,USA,Net migration,SM.POP.NETM,4774029
Uruguay,URY,Population growth (annual %),SP.POP.GROW,0.364565153230285
Uruguay,URY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,9.25178620958567
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,19.6357273454462
Uruguay,URY,Net migration,SM.POP.NETM,-15000
Uzbekistan,UZB,Population growth (annual %),SP.POP.GROW,1.68350632535532
Uzbekistan,UZB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,12.7928438687305
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,73.5123823444632
Uzbekistan,UZB,Net migration,SM.POP.NETM,-44314
Vanuatu,VUT,Population growth (annual %),SP.POP.GROW,2.54454379327002
Vanuatu,VUT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.03378317992081
Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,23.4207547169811
Vanuatu,VUT,Net migration,SM.POP.NETM,600
"Venezuela, RB",VEN,Population growth (annual %),SP.POP.GROW,-1.51476569807441
"Venezuela, RB",VEN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,33.3342554276968
"Venezuela, RB",VEN,Net migration,SM.POP.NETM,-3266243
Vietnam,VNM,Population growth (annual %),SP.POP.GROW,1.02019850123199
Vietnam,VNM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,2.27670041061918
Vietnam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,305.094472215951
Vietnam,VNM,Net migration,SM.POP.NETM,-399999
Virgin Islands (U.S.),VIR,Population growth (annual %),SP.POP.GROW,-0.218811336994337
Virgin Islands (U.S.),VIR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,306.517142857143
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,-2254
West Bank and Gaza,PSE,Population growth (annual %),SP.POP.GROW,1.98868634871278
West Bank and Gaza,PSE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,9.56087075159846
West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,740.000830564784
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,-52816
"Yemen, Rep.",YEM,Population growth (annual %),SP.POP.GROW,2.4239891818803
"Yemen, Rep.",YEM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,52.7204405553346
"Yemen, Rep.",YEM,Net migration,SM.POP.NETM,-150000
Zambia,ZMB,Population growth (annual %),SP.POP.GROW,2.95146304797564
Zambia,ZMB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.69665317967767
Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,22.671286942251
Zambia,ZMB,Net migration,SM.POP.NETM,-40000
Zimbabwe,ZWE,Population growth (annual %),SP.POP.GROW,1.45940581314681
Zimbabwe,ZWE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.1528959469222
Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,36.8013416052734
Zimbabwe,ZWE,Net migration,SM.POP.NETM,-584288
Africa Eastern and Southern,AFE,Population growth (annual %),SP.POP.GROW,2.69090172827046
Africa Eastern and Southern,AFE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.11524058242353
Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,42.3037088730392
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,-791282
Africa Western and Central,AFW,Population growth (annual %),SP.POP.GROW,2.71932994204438
Africa Western and Central,AFW,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,9.71872878395136
Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,46.8472514255266
Africa Western and Central,AFW,Net migration,SM.POP.NETM,-1022839
Arab World,ARB,Population growth (annual %),SP.POP.GROW,1.95522137783333
Arab World,ARB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,10.5314670324706
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,31.4898410513152
Arab World,ARB,Net migration,SM.POP.NETM,-1408824
Caribbean small states,CSS,Population growth (annual %),SP.POP.GROW,0.626889344834524
Caribbean small states,CSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.87898941102181
Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,18.0683117203903
Caribbean small states,CSS,Net migration,SM.POP.NETM,-87055
Central Europe and the Baltics,CEB,Population growth (annual %),SP.POP.GROW,-0.246809827629463
Central Europe and the Baltics,CEB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,3.81515206128329
Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,92.8657467294316
Central Europe and the Baltics,CEB,Net migration,SM.POP.NETM,-642033
Early-demographic dividend,EAR,Population growth (annual %),SP.POP.GROW,1.32869883249593
Early-demographic dividend,EAR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.41338336939511
Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,96.2398177680072
Early-demographic dividend,EAR,Net migration,SM.POP.NETM,-11460012
East Asia & Pacific,EAS,Population growth (annual %),SP.POP.GROW,0.679230149544537
East Asia & Pacific,EAS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,94.4437365001323
East Asia & Pacific,EAS,Net migration,SM.POP.NETM,-2057249
East Asia & Pacific (excluding high income),EAP,Population growth (annual %),SP.POP.GROW,0.732721858749954
East Asia & Pacific (excluding high income),EAP,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,129.103494946217
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM,-3791004
East Asia & Pacific (IDA & IBRD countries),TEA,Population growth (annual %),SP.POP.GROW,0.735868249635629
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,128.477812700859
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,-3763991
Euro area,EMU,Population growth (annual %),SP.POP.GROW,0.216013924152847
Euro area,EMU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.49712662806135
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,127.375519912329
Euro area,EMU,Net migration,SM.POP.NETM,4446572
Europe & Central Asia,ECS,Population growth (annual %),SP.POP.GROW,0.411037018000343
Europe & Central Asia,ECS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.75126007798884
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,33.3152214282679
Europe & Central Asia,ECS,Net migration,SM.POP.NETM,7894029
Europe & Central Asia (excluding high income),ECA,Population growth (annual %),SP.POP.GROW,0.560882068207036
Europe & Central Asia (excluding high income),ECA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,7.35855654251379
Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,18.32779348092
Europe & Central Asia (excluding high income),ECA,Net migration,SM.POP.NETM,1510981
Europe & Central Asia (IDA & IBRD countries),TEC,Population growth (annual %),SP.POP.GROW,0.498985180711784
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.50366596917758
Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,19.8691054395916
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,1324001
European Union,EUU,Population growth (annual %),SP.POP.GROW,0.156820031833419
European Union,EUU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.31159763707059
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,111.657432520417
European Union,EUU,Net migration,SM.POP.NETM,4281648
Fragile and conflict affected situations,FCS,Population growth (annual %),SP.POP.GROW,2.26121087909009
Fragile and conflict affected situations,FCS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,11.0869296274499
Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,43.5377687781688
Fragile and conflict affected situations,FCS,Net migration,SM.POP.NETM,-9804237
Heavily indebted poor countries (HIPC),HPC,Population growth (annual %),SP.POP.GROW,2.80598640542024
Heavily indebted poor countries (HIPC),HPC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.84423543885781
Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,39.2154756979323
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,-1462971
High income,HIC,Population growth (annual %),SP.POP.GROW,0.509283930678976
High income,HIC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.72077259352724
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,34.3501535035571
High income,HIC,Net migration,SM.POP.NETM,16158522
IBRD only,IBD,Population growth (annual %),SP.POP.GROW,0.9252987142075
IBRD only,IBD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,66.6410508004847
IBRD only,IBD,Net migration,SM.POP.NETM,-6056175
IDA & IBRD total,IBT,Population growth (annual %),SP.POP.GROW,1.2609451586753
IDA & IBRD total,IBT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.96119580176806
IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,65.9251045803114
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,-15664439
IDA blend,IDB,Population growth (annual %),SP.POP.GROW,2.30135094001925
IDA blend,IDB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,9.85351809305641
IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,122.446109150822
IDA blend,IDB,Net migration,SM.POP.NETM,-2260137
IDA only,IDX,Population growth (annual %),SP.POP.GROW,2.25332336043054
IDA only,IDX,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.33645758313583
IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,51.4361523337001
IDA only,IDX,Net migration,SM.POP.NETM,-7348127
IDA total,IDA,Population growth (annual %),SP.POP.GROW,2.26946124689226
IDA total,IDA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.16341398767509
IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,63.8898202661987
IDA total,IDA,Net migration,SM.POP.NETM,-9608264
Late-demographic dividend,LTE,Population growth (annual %),SP.POP.GROW,0.624642003276847
Late-demographic dividend,LTE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,51.0688589365872
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,-379189
Latin America & Caribbean,LCN,Population growth (annual %),SP.POP.GROW,0.966192505058387
Latin America & Caribbean,LCN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.37646492555551
Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,31.6666792421947
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,-2606469
Latin America & Caribbean (excluding high income),LAC,Population growth (annual %),SP.POP.GROW,1.10595295418392
Latin America & Caribbean (excluding high income),LAC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.46282771899338
Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,31.6928589549706
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,604241
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population growth (annual %),SP.POP.GROW,1.00275122816012
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.30912876890895
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,31.0671776388697
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,-2050462
Least developed countries: UN classification,LDC,Population growth (annual %),SP.POP.GROW,2.37314126248114
Least developed countries: UN classification,LDC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,3.9763260994916
Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,48.4163106701664
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,-4861511
Low & middle income,LMY,Population growth (annual %),SP.POP.GROW,1.2788190437427
Low & middle income,LMY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.14471226410065
Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,66.7122059804349
Low & middle income,LMY,Net migration,SM.POP.NETM,-12901585
Low income,LIC,Population growth (annual %),SP.POP.GROW,2.6155678680455
Low income,LIC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,3.13078712667507
Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,41.1249620865863
Low income,LIC,Net migration,SM.POP.NETM,-3777274
Lower middle income,LMC,Population growth (annual %),SP.POP.GROW,1.44473360242414
Lower middle income,LMC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.33735869781495
Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,124.787253140176
Lower middle income,LMC,Net migration,SM.POP.NETM,-11284995
Middle East & North Africa,MEA,Population growth (annual %),SP.POP.GROW,1.77182905054975
Middle East & North Africa,MEA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,10.5250790613046
Middle East & North Africa,MEA,Population density (people per sq. km of land area),EN.POP.DNST,39.3197232840215
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,-1194318
Middle East & North Africa (excluding high income),MNA,Population growth (annual %),SP.POP.GROW,1.69984923088833
Middle East & North Africa (excluding high income),MNA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,7.5462912988529
Middle East & North Africa (excluding high income),MNA,Population density (people per sq. km of land area),EN.POP.DNST,43.581133928837
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,-3197316
Middle East & North Africa (IDA & IBRD countries),TMN,Population growth (annual %),SP.POP.GROW,1.69616459137391
Middle East & North Africa (IDA & IBRD countries),TMN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,7.4929170957872
Middle East & North Africa (IDA & IBRD countries),TMN,Population density (people per sq. km of land area),EN.POP.DNST,43.095619965515
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,-3144500
Middle income,MIC,Population growth (annual %),SP.POP.GROW,1.13579477605266
Middle income,MIC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,71.5446095826487
Middle income,MIC,Net migration,SM.POP.NETM,-9124311
North America,NAC,Population growth (annual %),SP.POP.GROW,0.691866133904597
North America,NAC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.46627282072246
North America,NAC,Population density (people per sq. km of land area),EN.POP.DNST,19.970740234783
North America,NAC,Net migration,SM.POP.NETM,5984188
Not classified,INX,Population growth (annual %),SP.POP.GROW,..
Not classified,INX,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
Not classified,INX,Population density (people per sq. km of land area),EN.POP.DNST,..
Not classified,INX,Net migration,SM.POP.NETM,..
OECD members,OED,Population growth (annual %),SP.POP.GROW,0.622085575607983
OECD members,OED,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.4183821614649
OECD members,OED,Population density (people per sq. km of land area),EN.POP.DNST,38.021265079232
OECD members,OED,Net migration,SM.POP.NETM,16430707
Other small states,OSS,Population growth (annual %),SP.POP.GROW,2.05142669967134
Other small states,OSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,12.9404647970163
Other small states,OSS,Population density (people per sq. km of land area),EN.POP.DNST,14.8392379799233
Other small states,OSS,Net migration,SM.POP.NETM,470312
Pacific island small states,PSS,Population growth (annual %),SP.POP.GROW,1.42609601030119
Pacific island small states,PSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.7565412605108
Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,37.6910747663551
Pacific island small states,PSS,Net migration,SM.POP.NETM,-63416
Post-demographic dividend,PST,Population growth (annual %),SP.POP.GROW,0.373652759806632
Post-demographic dividend,PST,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.62884364890794
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,35.2843904519622
Post-demographic dividend,PST,Net migration,SM.POP.NETM,13892345
Pre-demographic dividend,PRE,Population growth (annual %),SP.POP.GROW,2.82418374737507
Pre-demographic dividend,PRE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,9.00199989954078
Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,44.1287292228465
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,-2213380
Small states,SST,Population growth (annual %),SP.POP.GROW,1.74918220384126
Small states,SST,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,11.7568245466678
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,15.9486543063995
Small states,SST,Net migration,SM.POP.NETM,319841
South Asia,SAS,Population growth (annual %),SP.POP.GROW,1.22492615301573
South Asia,SAS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.11521261308769
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,375.804487603408
South Asia,SAS,Net migration,SM.POP.NETM,-6215366
South Asia (IDA & IBRD),TSA,Population growth (annual %),SP.POP.GROW,1.22492615301573
South Asia (IDA & IBRD),TSA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,4.11521261308769
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,375.804487603408
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,-6215366
Sub-Saharan Africa,SSF,Population growth (annual %),SP.POP.GROW,2.70237141005056
Sub-Saharan Africa,SSF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.69453435551038
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,44.0267705237394
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,-1814121
Sub-Saharan Africa (excluding high income),SSA,Population growth (annual %),SP.POP.GROW,2.70250760681674
Sub-Saharan Africa (excluding high income),SSA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.69726804512675
Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,44.0236014170857
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,-1813121
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population growth (annual %),SP.POP.GROW,2.70237141005056
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.69453435551038
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,44.0267705237394
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,-1814121
Upper middle income,UMC,Population growth (annual %),SP.POP.GROW,0.739055699987091
Upper middle income,UMC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,..
Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,46.1053365026138
Upper middle income,UMC,Net migration,SM.POP.NETM,2160684
World,WLD,Population growth (annual %),SP.POP.GROW,1.14385698082209
World,WLD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,5.83220237407221
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,57.7842210838138
World,WLD,Net migration,SM.POP.NETM,0
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 09/15/2021,,,,
